FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5418,5418
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,54,9534,Laborer,Hourly,8,1,44,738816
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,42,7638,Hoisting Engineer - Mechanic,Hourly,5,1,55,573040
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,42,7634,Foreman of Hoisting Engineer - Mechanics,Hourly,1,1,56,116688
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,8,7186,Motor Truck Driver - Tire Repair,Hourly,12,1,39,971693
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,1,1,40,84157
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,8,7183,Motor Truck Driver,Hourly,12,1,38,957216
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,8,7161,Fleet Services Supervisor,Hourly,1,1,27,56638
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,8,7160,Fleet Services Assistant,Hourly,14,1,26,759450
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 18,10,7141,Chief Dispatcher - Excluded,Annual,1,1,86688,86688
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,P 12,8,7136,Servicewriter,Annual,1,1,91788,91788
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,P 12,8,7136,Servicewriter,Annual,1,1,87600,87600
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,P 12,8,7136,Servicewriter,Annual,5,1,83640,418200
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,P 12,8,7136,Servicewriter,Annual,1,1,76212,76212
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,P 12,8,7136,Servicewriter,Annual,1,1,62688,62688
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,P 12,8,7136,Servicewriter,Annual,1,1,54504,54504
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 19,10,7133,Director of Maintenance Operations,Annual,1,1,121188,121188
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 19,10,7133,Director of Maintenance Operations,Annual,1,1,115656,115656
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 19,10,7133,Director of Maintenance Operations,Annual,1,1,100668,100668
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,8,7124,Equipment Dispatcher,Hourly,1,1,39,81162
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,2,1,121188,242376
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,115656,115656
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,96096,96096
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,2,1,75408,150816
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,36,6679,Foreman of Machinists - Automotive,Hourly,11,1,52,1193878
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,36,6674,Machinist,Hourly,1,1,50,103334
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,36,6673,Machinist - Automotive,Hourly,69,1,50,7130074
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,24,6607,Foreman of Blacksmiths,Hourly,2,1,54,222643
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,24,6605,Blacksmith,Hourly,17,1,49,1736176
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,32,5045,Foreman of Electrical Mechanics (Auto),Hourly,2,1,54,222643
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,30,1,50,3120000
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,41,4856,Foreman of Sheet Metal Workers,Hourly,1,1,50,104458
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,41,4855,Sheet Metal Worker,Hourly,4,1,47,386880
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,39,4605,Automotive Painter,Hourly,5,1,48,502320
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,2 0,50,4301,Carpenter,Hourly,2,1,50,207002
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,21201,21201
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,137689,137689
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3220,Road Services,0,,2 0,8,7186,Motor Truck Driver - Tire Repair,Hourly,2,1,39,161949
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3220,Road Services,0,,2 0,8,7127,Equipment Dispatcher - in Charge,Hourly,2,1,40,167898
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3220,Road Services,0,,2 0,8,7124,Equipment Dispatcher,Hourly,8,1,39,649293
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3220,Road Services,0,,2 0,36,6673,Machinist - Automotive,Hourly,9,1,50,930010
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3220,Road Services,0,,3 00,0,6575,General Shop Foreman,Annual,1,1,98880,98880
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3220,Road Services,0,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,6,1,50,624000
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3220,Road Services,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,24693,24693
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,8,7183,Motor Truck Driver,Hourly,1,1,38,79768
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,8,7161,Fleet Services Supervisor,Hourly,4,1,27,226554
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,8,7160,Fleet Services Assistant,Hourly,20,1,26,1084928
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,R 12,36,7139,Service Writer - Police Motor Maintenance,Annual,3,1,91788,275364
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,R 12,36,7139,Service Writer - Police Motor Maintenance,Annual,1,1,83640,83640
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,R 12,36,7139,Service Writer - Police Motor Maintenance,Annual,2,1,79848,159696
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,R 12,36,7139,Service Writer - Police Motor Maintenance,Annual,2,1,76212,152424
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,R 12,36,7139,Service Writer - Police Motor Maintenance,Annual,1,1,65664,65664
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,R 12,36,7139,Service Writer - Police Motor Maintenance,Annual,1,1,62688,62688
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,P 12,8,7136,Servicewriter,Annual,1,1,54504,54504
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,BX 19,10,7133,Director of Maintenance Operations,Annual,1,1,121188,121188
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,90828,90828
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,86688,86688
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,82788,82788
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,36,6679,Foreman of Machinists - Automotive,Hourly,5,1,52,542672
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,36,6674,Machinist,Hourly,1,1,50,103334
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,36,6673,Machinist - Automotive,Hourly,28,1,50,2893363
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,32,5045,Foreman of Electrical Mechanics (Auto),Hourly,3,1,54,333965
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,34,1,50,3536000
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,B 12,1,1240,Vehicle Registration Coordinator,Annual,1,1,65676,65676
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5765,5765
Local,38,AIS,0100,Corporate Fund,1005,AIS,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,71857,71857
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3300,Chief Technology Office,0,,1 00,9,9776,Managing Deputy Chief Information Officer,Annual,1,1,131316,131316
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3300,Chief Technology Office,0,,1 00,9,9775,First Deputy Chief Information Officer,Annual,1,1,134796,134796
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3300,Chief Technology Office,0,,BX 15,10,0320,Assistant to the Commissioner,Annual,1,1,96096,96096
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3300,Chief Technology Office,0,,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,64704,64704
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3300,Chief Technology Office,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1548,1548
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3305,IT Finance and Administration,0,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,115788,115788
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3305,IT Finance and Administration,0,,BX 15,10,0134,Financial Analyst,Annual,1,1,96096,96096
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3305,IT Finance and Administration,0,,3 00,0,0118,Director of Finance,Annual,1,1,97668,97668
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3305,IT Finance and Administration,0,,B 13,4,0110,Accountant,Annual,1,1,91824,91824
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,115656,115656
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,101628,101628
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,99156,99156
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,98700,98700
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,98628,98628
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,95736,95736
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,87540,87540
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,84996,84996
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3310,IT Project Management,0,,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,96096,96096
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,121620,121620
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,117600,117600
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,112920,112920
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,111144,111144
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,GY 08,20,1141,Principal Operations Analyst,Annual,1,1,94848,94848
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,B 14,1,0689,Senior Help Desk Technician,Annual,1,1,100716,100716
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,99624,99624
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,92928,92928
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,G 06,4,0638,Programmer/Analyst,Annual,1,1,100500,100500
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,BX 17,10,0634,Data Services Administrator,Annual,1,1,100668,100668
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,BX 17,10,0634,Data Services Administrator,Annual,1,1,82788,82788
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,G 10,1,0629,Principal Programmer/Analyst,Annual,1,1,113484,113484
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,G 10,1,0629,Principal Programmer/Analyst,Annual,1,1,108516,108516
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,G 10,4,0625,Chief Programmer/Analyst,Annual,1,1,139392,139392
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3320,IT Enterprise Applications,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7506,7506
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3350,IT Technical Operations,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,112248,112248
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3350,IT Technical Operations,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,112248,112248
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3350,IT Technical Operations,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,97668,97668
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3350,IT Technical Operations,0,,3 00,0,0649,Project Manager - AIS,Annual,1,1,76932,76932
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3350,IT Technical Operations,0,,3 00,0,0646,Enterprise Support Manager,Annual,1,1,105756,105756
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3360,IT Network and Telecommunications,0,,B 09,1,0832,Personal Computer Operator II,Annual,1,1,69468,69468
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3360,IT Network and Telecommunications,0,,B 17,1,0633,Principal Telecommunications Specialist,Annual,1,1,133056,133056
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3360,IT Network and Telecommunications,0,,B 17,1,0633,Principal Telecommunications Specialist,Annual,1,1,127044,127044
Local,38,AIS,0100,Corporate Fund,1005,AIS,2145,Bureau of Information Technology,3360,IT Network and Telecommunications,0,,B 15,1,0627,Senior Telecommunications Specialist,Annual,1,1,121272,121272
